conta_ID,ID,Data,Valor,Descrição,Categoria,
3185062241,20240215001,2024-02-15,-1419.21,ITAU VISA     5000 8299,Cartão,
3185062241,20240315001,2024-03-15,-770.38,ITAU VISA     5000 8299,Cartão,
3185062241,20240415001,2024-04-15,-204.95,ITAU VISA     5000 8299,Cartão,
3185062241,20240515004,2024-05-15,-1118.97,ITAU VISA     5000 8299,Cartão,
3185062241,20240617001,2024-06-17,-1133.14,ITAU VISA     5000 8299,Cartão,
3185062241,20240715002,2024-07-15,-648.06,ITAU VISA     5000 8299,Cartão,
3185062241,20240815001,2024-08-15,-772.98,ITAU VISA     5000 8299,Cartão,
3185062241,20240916001,2024-09-16,-585.05,ITAU VISA     5000 8299,Cartão,
3185062241,20231215001,2023-12-15,-1572.89,ITAU VISA     5000 8299,Cartão,
3185062241,20240705003,2024-07-05,-500.0,MOBILE PAG TIT 089998341000,Geral,
3185062241,20240510001,2024-05-10,-816.96,MOBILE PAG TIT BANCO 104,Geral,
3185062241,20240214001,2024-02-14,-1443.36,MOBILE PAG TIT BANCO 136,Geral,
3185062241,20240124001,2024-01-24,-1810.64,MOBILE PAG TIT BANCO 237,Geral,
3185062241,20231222001,2023-12-22,-512.89,MOBILEPAG TIT 0799983410,Geral,
4563108796,20231222001,2023-12-22,-200.0,MOBILEPAG TIT 0899983410,Geral,
4563108796,20230908001,2023-09-08,-183.24,MOBILEPAG TIT BANCO 237,Geral,
3185062241,20240305002,2024-03-05,-835.12,MOBILEPAG TIT BANCO 237,Geral,
3185062241,20240104002,2024-01-04,1903.96,PGTO INSS 01928014086,Receita,
3185062241,20240205001,2024-02-05,1974.59,PGTO INSS 01928014086,Receita,
3185062241,20240305003,2024-03-05,1974.59,PGTO INSS 01928014086,Receita,
3185062241,20240403001,2024-04-03,1974.59,PGTO INSS 01928014086,Receita,
3185062241,20240506003,2024-05-06,2961.88,PGTO INSS 01928014086,Receita,
3185062241,20240605002,2024-06-05,2961.89,PGTO INSS 01928014086,Receita,
3185062241,20240703001,2024-07-03,1974.59,PGTO INSS 01928014086,Receita,
3185062241,20240805003,2024-08-05,1974.59,PGTO INSS 01928014086,Receita,
3185062241,20240904001,2024-09-04,1974.59,PGTO INSS 01928014086,Receita,
3185062241,20231205001,2023-12-05,1903.96,PGTO INSS 01928014086,Receita,
4563108796,20240903002,2024-09-03,-30.0,PIX QRS 51 255 224 03 09,Geral,
4563108796,20231121008,2023-11-21,-280.0,PIX QRS ELAINE DA S20 11,Geral,
4563108796,20240216001,2024-02-16,-95.0,PIX QRS EXTRAGAS DE16 02,Gás,
4563108796,20231009004,2023-10-09,-65.7,PIX QRS J  C  MACHA09 10,Geral,
4563108796,20231009005,2023-10-09,-10.0,PIX QRS J  C  MACHA09 10,Geral,
4563108796,20240904003,2024-09-04,-61.6,PIX QRS Mc Donalds 04 09,Alimentação,
4563108796,20240918002,2024-09-18,-61.6,PIX QRS Mc Donalds 18 09,Alimentação,
4563108796,20240104002,2024-01-04,-40.0,PIX QRS NIC BR04 01,Alimentação,
4563108796,20240104003,2024-01-04,-40.0,PIX QRS NIC BR04 01,Alimentação,
4563108796,20240717001,2024-07-17,-40.0,PIX QRS NIC BR17 07,Alimentação,
3185062241,20240527001,2024-05-27,-35.0,PIX QRS Paulo Junio25 05,Geral,
4563108796,20240506004,2024-05-06,-45.77,PIX QRS PIX Marketp06 05,Geral,
4563108796,20231103001,2023-11-03,-10.0,PIX QRS Rosiane Lei03 11,Geral,
3185062241,20231226001,2023-12-26,-123.41,PIX QRS WEB BAZAR L26 12,Geral,
4563108796,20230904003,2023-09-04,-180.0,PIX TRANSF  AL DE O04 09,Obra,
4563108796,20231025002,2023-10-25,-50.0,PIX TRANSF  AL DE O25 10,Obra,
4563108796,20231005001,2023-10-05,-334.8,PIX TRANSF  ANDAIME05 10,Obra,
4563108796,20230814002,2023-08-14,-167.4,PIX TRANSF  ANDAIME14 08,Obra,
4563108796,20231122002,2023-11-22,-167.4,PIX TRANSF  ANDAIME22 11,Obra,
4563108796,20231222003,2023-12-22,-162.0,PIX TRANSF  ANDAIME22 12,Obra,o
4563108796,20240327001,2024-03-27,-156.0,PIX TRANSF  ANDAIME27 03,Obra,
4563108796,20240325002,2024-03-25,-228.0,PIX TRANSF  ARCA DE25 03,Obra,
4563108796,20230915001,2023-09-15,-95.0,PIX TRANSF  CLINTRA15 09,Geral,
4563108796,20230908002,2023-09-08,-300.0,PIX TRANSF  EDUARDO07 09,Advogado,
4563108796,20230814003,2023-08-14,-500.0,PIX TRANSF  EDUARDO14 08,Advogado,
4563108796,20231024001,2023-10-24,-30.0,PIX TRANSF  ELIZANE24 10,Transferências,
3185062241,20231204001,2023-12-04,-3000.0,PIX TRANSF  GUILHER04 12,Transferências,
3185062241,20240305001,2024-03-05,-2000.0,PIX TRANSF  GUILHER05 03,Transferências,
3185062241,20240405001,2024-04-05,-2000.0,PIX TRANSF  GUILHER05 04,Transferências,
3185062241,20240404001,2024-04-04,-796.5,PIX TRANSF  LUZIETE04 04,Transferências,
3185062241,20231204002,2023-12-04,-1585.0,PIX TRANSF  LUZIETE04 12,Transferências,
3185062241,20231214001,2023-12-14,-1585.0,PIX TRANSF  LUZIETE14 12,Transferências,
4563108796,20240318004,2024-03-18,-28.0,PIX TRANSF  MARCO A18 03,Transferências,
4563108796,20230904004,2023-09-04,2000.0,PIX TRANSF  NEYDE L03 09,Transferências,
4563108796,20231204002,2023-12-04,3000.0,PIX TRANSF  NEYDE L04 12,Transferências,
4563108796,20240305002,2024-03-05,2000.0,PIX TRANSF  NEYDE L05 03,Transferências,
4563108796,20240405002,2024-04-05,2000.0,PIX TRANSF  NEYDE L05 04,Transferências,
4563108796,20231005002,2023-10-05,2000.0,PIX TRANSF  NEYDE L05 10,Transferências,
